title,company,ratings,reviews,experience,salary,location,days_posted,tags,job_simp,post,salary_mentioned,reviews_int,min_experience,max_experience,avg_experience,days_posted_int,bangalore,delhi,kolkata,mumbai,remote,gurgaon,hyderabad,noida,pune,python,sql,deep_learning,big_data,r,nlp,sas,git,tensorflow,pytorch,tableau,power_bi,apache,c++
Data Scientist-Health Care Analytics,Skillety,2.8,4 Reviews,5-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools reporting analytics programming big data sql text analytics,data scientist,na,0,4,5,12,8.5,30,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Senior Business Executive - Data Science,dentsu international,2.7,22 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data science data senior usage research science Senior Business Executive,na,senior,0,22,1,3,2.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Locus It Services,2.4,11 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, sql analysis data analysis analytics data perl ruby machine learning,data scientist,senior,0,11,6,11,8.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Python Developer,Rarr Technologies,3.9,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection machine data structures django data science programming backend,na,na,0,2,4,9,6.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Senior Data Scientist,Star Health Insurance,3.9,1070 Reviews,4-8 Yrs,10-18 Lacs PA,Chennai,24 Days Ago, data science Machine Learning Deep Learning senior tools apache r sql,data scientist,senior,1,1070,4,8,6.0,24,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Applied Scientist,Perfios Software Solutions Pvt. Ltd.,4.6,143 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, property machine processing prototype technical computer vision image processing software testing,na,na,0,143,3,5,4.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATA SCIENTIST,String Bio,3.7,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research computer data mining c++ analytics data collection business intelligence operations,data scientist,na,0,4,2,7,4.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R&D Data Scientist,Corner Tree Consulting (p) Ltd,3.1,3 Reviews,2-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, time series analysis predictive automation machine learning analysis python statistics time series,data scientist,na,0,3,2,10,6.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead / Staff ML Scientist - NLP,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming python data science science data languages machine learning processing,mle,senior,0,6,6,11,8.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead / Staff ML Scientist,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research ml processing programming pop deep learning natural language processing languages,mle,senior,0,6,6,11,8.5,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data scientist,Ihcc,4.6,8 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, open source object open microsoft intelligence sql sql server data,data scientist,na,0,8,9,10,9.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Tekion,3.7,85 Reviews,5-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research drilling processing analytics operations operations research natural language processing git,data scientist,senior,0,85,5,11,8.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Data Scientist,Gloinnt,3.0,8 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, forecasting data science science web technologies deep learning web application refinery application,data scientist,na,0,8,5,7,6.0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
data engineer,Diverse Lynx,3.4,95 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data engineering data collection deployment big data deep learning devops data data science,data engineer,na,0,95,6,8,7.0,30,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist (Principal Engineer Data Science),Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science science electronics machine learning agile collections data collection,data scientist,senior,0,1026,8,12,10.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming collections system architecture data mining statistics machine data architecture,data scientist,senior,0,1026,1,5,3.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Solutions Lead,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,7-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, property healthcare coding data mining research artificial intelligence microsoft sas,mle,senior,0,1026,7,8,7.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sr Dot Data Scientist,Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, dot crm analytics media social media customer analytics sql staffing,data scientist,senior,0,4,8,11,9.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Scientist (Medical/Marketing Analytics),Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, healthcare sql marketing troubleshooting social media marketing analytics analytics data,data scientist,senior,0,4,8,11,9.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Scientist - Marketing and Customer analytics,Skillety,2.8,4 Reviews,7-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools crm reporting analytics customer analytics sql staffing,data scientist,senior,0,4,7,15,11.0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer - Data Science,Skillety,2.8,4 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data data science technical leadership machine sql science senior,na,senior,0,4,5,7,6.0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data scientist-Healthcare Analytics Associate,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools healthcare analytics reporting analytics media social media sql,data scientist,junior,0,4,12,15,13.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist/Engineer NLP,Skillety,2.8,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python forecasting staffing languages machine learning processing analysis text mining,data scientist,na,0,4,4,6,5.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Knowledge Graph Expert,Skillety,2.8,4 Reviews,8-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining machine usage data programming spark staffing machine learning,data scientist,na,0,4,8,15,11.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Skillety,2.8,4 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming python data science staffing science machine learning deep learning data mining,data scientist,na,0,4,3,7,5.0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data science with Statistics Professional,Skillety,2.8,4 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, program analytical sql deep learning big data analytics data machine learning,na,na,0,4,1,3,2.0,30,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Sr. Data Scientist,Silicon Valley Bank,4.4,51 Reviews,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management data management reconciliation analytical healthcare intelligence business intelligence analytics,data scientist,senior,0,51,10,15,12.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Datascientist,Credo Health,3.0,2 Reviews,5-10 Yrs,Not disclosed,Chennai,1 Day Ago, data scientist python data science mathematics science machine learning r intelligence,data scientist,senior,0,2,5,10,7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Principal Data Scientist with Us Healthcare domain Experience,TEG Analytics,3.5,10 Reviews,8-10 Yrs,30-45 Lacs PA,Permanent Remote,28 Days Ago, python Spark machine learning hadoop intelligence deep learning caffe artificial intelligence,data scientist,senior,1,10,8,10,9.0,28,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist I,DAZN,4.3,13 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python collections networking deep learning statistics computer science model development data,data scientist,na,0,13,1,3,2.0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC/Sr.AC/C (individual contributor),Eli Lilly And Company,4.3,246 Reviews,2-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, regression logistics clinical data power bi pharmaceutical c technology machine learning,na,senior,0,246,2,8,5.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist / Sr . Data Scientist,Aidash Systems,3.2,8 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management computer processing vision analytics monitoring product management data processing,data scientist,senior,0,8,1,3,2.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Quess It Staffing,3.6,55 Reviews,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, monitoring microsoft machine olap intelligence planning toad data,data scientist,na,0,55,6,10,8.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Ramsoft Systems,4.0,5 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, text analytics recruitment machine analytics management processing computer science data,data scientist,na,0,5,2,4,3.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior AI Engieer,Digit Insurance,3.9,341 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, managed services analysis coding machine intelligence analytics management processing,na,senior,0,341,5,7,6.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Scientist,Apptio India,4.3,28 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, modeling python forecasting machine learning analysis data mining machine analytics,data scientist,senior,0,28,8,13,10.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Trane Technologies,4.3,86 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research time series analysis senior ic operations machine learning analysis python,data scientist,senior,0,86,4,7,5.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Talchemist,3.9,12 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, statistics project cleansing predictive analytics analytics hadoop agile data cleansing,data scientist,na,0,12,5,10,7.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model Operations Engineering II,Utopus Insights,3.3,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, engineering sql computer virtualization git machine learning forecasting science,na,na,0,4,4,6,5.0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SIXT Staff Data Scientist,Sixt,3.8,15 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, program sql analytics hypothesis data analytics subject data machine learning,data scientist,na,0,15,9,10,9.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Talentica,4.2,109 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management pattern recognition coding technology design patterns information technology management engineering data,data scientist,na,0,109,6,8,7.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Greenizon Agritech Consultancy,3.3,22 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, r neural networks deep learning networking data financial services machine learning data visualization,data scientist,senior,0,22,1,2,1.5,30,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,Travel Centric Technology,4.2,2 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining coding simulation business solutions analytics agile predictive modeling analytical,data scientist,na,0,2,5,10,7.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Associate Consultant,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, process languages reporting data mining information technology analytics data processing,na,senior,0,246,3,5,4.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist II,DAZN,4.3,13 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, computer data computer science computer vision deep learning neural networks networking collections,data scientist,na,0,13,2,4,3.0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DS/ Associate Principal Data Scientist,Multi Recruit,4.8,12 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, computer computation cloud computing data mining programming analytics scrum computer science,data scientist,senior,0,12,3,10,6.5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior/ Lead Data Scientist,Tiger Analytics,3.6,238 Reviews,2-8 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, data processing data management data science machine team senior consulting,data scientist,senior,0,238,2,8,5.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLP Data Scientist,Tiger Analytics,3.6,238 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, gcp life cycle programming research natural language processing python data development life cycle,data scientist,na,0,238,3,8,5.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Digital Incharge,Aarti Industries,4.1,1794 Reviews,3-8 Yrs,Not disclosed,Vadodara,30+ Days Ago, management machine learning operations digital data conceptualization simulation project management,na,na,0,1794,3,8,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Senior Engineer - AI/ML/Data Scientist,Fission Labs,4.1,26 Reviews,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago, training and development data big data analytics machine smarty languages orchestration,data scientist,senior,0,26,6,8,7.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Providence Global Center,4.0,24 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago, python machine learning algorithms Machine Learning Deep Learning machine intelligence artificial intelligence processing,data scientist,senior,0,24,4,7,5.5,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Consultant - Data Science and Analytics,Transunion,4.3,159 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago, research data mining operations predictive modeling logistic regression management logistics data science,na,na,0,159,4,8,6.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DataScientist,Techwave Consulting,3.8,197 Reviews,8-11 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago, deep learning python data science keras machine learning machine data science,data scientist,na,0,197,8,11,9.5,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,ECS ME,4.1,56 Reviews,7-12 Yrs,Not disclosed,Pune,7 Days Ago, data scientist machine learning machine scikit-learn pytorch keras data natural language processing,data scientist,na,0,56,7,12,9.5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,5-8 Yrs,Not disclosed,Pune,10 Days Ago, dbms rdbms sql intelligence business intelligence data data quality html,data scientist,senior,0,20,5,8,6.5,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,7-10 Yrs,40-50 Lacs PA,Pune,11 Days Ago, python data science science machine learning gcp applied mathematics machine sql,data scientist,senior,1,20,7,10,8.5,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Remote - Senior Data Scientist,thinkbridge Software,4.6,75 Reviews,4-6 Yrs,12-16 Lacs PA,Permanent Remote,14 Days Ago, python Natural Language Processing GPT machine learning senior processing remote languages,data scientist,senior,1,75,4,6,5.0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Manager, Data Science",Mondelez,4.6,18 Reviews,4-8 Yrs,Not disclosed,Mumbai,30+ Days Ago, management software data mining coding data management c++ analytics design,manager,na,0,18,4,8,6.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVP - Data Scientist,Piramal Capital & Housing Finance (PCHFL),4.1,2074 Reviews,5-8 Yrs,20-35 Lacs PA,Mumbai,20 Days Ago, Analytics modeling data predictive modeling avp risk predictive risk analytics,data scientist,na,1,2074,5,8,6.5,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Python Developer),Geekay Infotech,3.4,27 Reviews,1-2 Yrs,"50,000-3 Lacs PA","Hybrid - Navi Mumbai, Mumbai (All Areas)",21 Days Ago, Python pytorch django scikit-learn artificial intelligence data machine machine learning,data scientist,na,1,27,1,2,1.5,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,Callarity Private Limited,4.1,20 Reviews,2-3 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago, python interpersonal skill data science management science machine learning project interpersonal skills,data scientist,na,0,20,2,3,2.5,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Executive FPA - Data Scientist,Tata AIA Life Insurance,4.0,1812 Reviews,1-4 Yrs,Not disclosed,Mumbai (All Areas),24 Days Ago, python numpy fpa power bi bi seaborn data,data scientist,na,0,1812,1,4,2.5,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Jardine Lloyd Thompson,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,28 Days Ago, python data science claims forecasting management science open source risk management,data scientist,na,0,365,5,8,6.5,28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Marsh amp; McLennan Companies,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,28 Days Ago, open source open automation forecasting sql management computer science science,data scientist,na,0,365,5,8,6.5,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Senior NLP Data Scientist
",Spinnaker Analytics,1.3,6 Reviews,4-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, deep learning Huggingface python Natural Language Processing SQL languages processing process,data scientist,senior,0,6,4,6,5.0,30,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"Manager MLOps, Data Science",Mondelez,4.6,18 Reviews,8-9 Yrs,Not disclosed,Mumbai,30+ Days Ago, unix linux data management data science packaging data management sql,mle,na,0,18,8,9,8.5,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manager / Senior Manager,StockHolding,3.8,351 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Navi Mumbai",30+ Days Ago, senior retention machine management crm reporting senior management retail,manager,senior,0,351,10,12,11.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Mumbai,30+ Days Ago, infrastructure apache management programming machine learning oops python data,data scientist,senior,0,2,4,9,6.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lead -Technology,Reserve Bank Information Technology,3.4,54 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql management machine learning data bfsi science project management,na,senior,0,54,8,10,9.0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,2-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, infrastructure apache management data analytics machine learning big data analytics python data,data scientist,na,0,2,2,7,4.5,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Associate Vice President - Data Science,LogiNext,3.6,20 Reviews,11-14 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis php apache perl cloud computing python data science,na,junior,0,20,11,14,12.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Modeler I,Experian PLC,3.8,50 Reviews,1-3 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis machine learning modeler python data sas data mining machine,na,na,0,50,1,3,2.0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Analytics Consultant,Experian PLC,3.8,50 Reviews,5-8 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis machine learning python data sas data mining machine financial services,na,na,0,50,5,8,6.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mid Level Data Scientist,Everestek Technosoft Solutions,4.8,10 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Surat",30+ Days Ago, sql computer machine learning digital python data digital transformation data mining,data scientist,na,0,10,3,8,5.5,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,Liases Foras,4.2,10 Reviews,5-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql computer machine learning object computer languages python data,data scientist,na,0,10,5,7,6.0,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Principal Engineer - Data Science,LogiNext,3.6,20 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, python data science computation data mining data modeling modeling cloud computing data analysis,na,senior,0,20,8,10,9.0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Mondelez,4.6,18 Reviews,4-5 Yrs,Not disclosed,"Mumbai, Thane",30+ Days Ago, metadata Linux data science spark Data modeling Master data management data visualization Data mining,data scientist,senior,0,18,4,5,4.5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking For A Senior Data Scientist/Analyst,Millennium Organisation,3.8,30 Reviews,2-4 Yrs,2.5-4.25 Lacs PA,Mumbai (All Areas),30+ Days Ago, Data Analysis data management mis reporting business strategy power bi presentation data visualization senior,data scientist,senior,1,30,2,4,3.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Consultant II, Global Analytics",Stream Global Services,4.7,12 Reviews,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, fixed income sql machine learning python fix science data predictive,na,na,0,12,2,6,4.0,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist / Visualizer,Axis My India Ltd.,4.4,185 Reviews,4-5 Yrs,Not disclosed,Mumbai,30+ Days Ago, data analytics forecasting research visualiser python visual science data,data scientist,na,0,185,4,5,4.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Process Trainer,IB Business Services,4.0,4 Reviews,2-5 Yrs,1-3.5 Lacs PA,"Tirunelveli, Chennai, Bangalore/Bengaluru(Vidyaranyapura), Vellore",18 Days Ago, Training Management training training analysis process process training analysis delivery management,na,na,1,4,2,5,3.5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Python,Rarr Technologies,3.9,2 Reviews,12-17 Yrs,Not disclosed,Panhala,4 Days Ago, statistics data mining deployment data data science analysis python science,data scientist,na,0,2,12,17,14.5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Trainee,Smart Rotamach,4.4,2 Reviews,0-1 Yrs,Not disclosed,Khairatabad,30+ Days Ago, python data time data science c time series pandas machine,data scientist,na,0,2,0,1,0.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Trainee,Medtoureasy,4.7,26 Reviews,0-2 Yrs,Not disclosed,Remote,30+ Days Ago, analysis pdf model validation machine learning natural language processing python data healthcare,mle,na,0,26,0,2,1.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Science Trainee,Medtoureasy,4.7,26 Reviews,0-1 Yrs,Not disclosed,Remote,30+ Days Ago, analysis sql industrial training industrial machine learning python data science,na,na,0,26,0,1,0.5,30,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Intern,Poshmark,4.8,8 Reviews,0-1 Yrs,Not disclosed,Chennai,30+ Days Ago, sql machine learning data processing data product marketing machine e-commerce data structures,na,na,0,8,0,1,0.5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deep Learning Engineer,P S International HR Consultants,4.6,3 Reviews,0-3 Yrs,Not disclosed,Chennai,30+ Days Ago, computer machine learning processing renewable energy python application development artificial intelligence intelligence,na,na,0,3,0,3,1.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,3-14 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, python training deep learning data aws sql hive,data scientist,na,0,5,3,14,8.5,13,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
